sno,type,title,chapters,status,genres,popularity,score,authors,publish_time
0,manhwa,Solo Leveling,201,Finished,"Action,Adventure,Fantasy",7,8.68,"Chugong (Story), Jang, Sung-rak (Art), Disciples (Art)","Mar  4, 2018 to May  31, 2023"
1,manhwa,The Horizon,21,Finished,"Adventure,Drama",187,8.67,"Jeong, Ji-Hoon (Story & Art)","Mar  30, 2016 to Jul  21, 2016"
2,manhwa,Wind Breaker,NULL,Publishing,"Action,Drama,Sports",368,8.58,"Jo, Yongseok (Story & Art)","Dec  15, 2013 to "
3,manhwa,Bastard,94,Finished,"Drama,Horror,Mystery,Romance",84,8.5,"Kim, Carnby (Story), Hwang, Young-chan (Art)","Jul  4, 2014 to May  6, 2016"
4,manhwa,Who Made Me a Princess,125,Finished,"Comedy,Fantasy,Romance",349,8.44,"Plutus (Story), Spoon (Art)","Dec  20, 2017 to Apr  30, 2022"
5,manhwa,The Boxer,123,Finished,"Drama,Sports",550,8.42,"Jeong, Ji-Hoon (Story & Art)","Dec  4, 2019 to May  4, 2022"
6,manhwa,The Breaker,72,Finished,"Action,Comedy,Drama",76,8.4,"Park, Jin-Hwan (Art), Jeon, Geuk-jin (Story)","Jun  1, 2007 to Jul  20, 2010"
7,manhwa,Eleceed,NULL,Publishing,Action,1104,8.4,"Kim, Hye-Jin (Art), Son, Jae-Ho (Story)","Oct  2, 2018 to "
8,manhwa,Tower of God,NULL,Publishing,"Action,Adventure,Drama,Fantasy,Mystery",42,8.39,SIU (Story & Art),"Jul  5, 2010 to "
9,manhwa,Omniscient Reader,NULL,Publishing,"Action,Adventure,Fantasy",152,8.39,"sing N song (Story), Sleepy-C (Art)","May  26, 2020 to "
10,manhwa,The Legend of the Northern Blade,NULL,Publishing,"Action,Adventure,Fantasy",648,8.39,"Woogack (Story), Hae, Min (Art)","Dec  31, 2019 to "
11,manhwa,The Breaker: New Waves,203,Finished,"Action,Comedy,Drama,Romance",143,8.37,"Park, Jin-Hwan (Art), Jeon, Geuk-jin (Story)","Oct  8, 2010 to May  8, 2015"
12,manhwa,Seasons of Blossom,130,Finished,Romance,3060,8.34,"Hongduck (Story), NEMONE (Art)","Jun  24, 2020 to Mar  24, 2023"
13,manhwa,After School Lessons for Unripe Apples,NULL,Publishing,Romance,7070,8.29,Soonkki (Story & Art),"Dec  23, 2020 to "
14,manhwa,Annarasumanara,27,Finished,"Drama,Mystery,Romance",220,8.28,"Ha, Il-Kwon (Story & Art)","Jul  2, 2010 to Dec  31, 2010"
15,manhwa,Sweet Home,141,Finished,"Action,Drama,Horror,Suspense",209,8.26,"Kim, Carnby (Story), Hwang, Young-chan (Art)","Oct  12, 2017 to Jul  2, 2020"
16,manhwa,Villains Are Destined to Die,NULL,Publishing,"Drama,Fantasy,Romance",714,8.24,"Gwon, Gyeoeul (Story), SUOL (Art)","May  1, 2020 to "
17,manhwa,Daytime Star,77,Finished,Romance,4839,8.23,"Chae-eun (Story), Godago (Art)","Jun  25, 2021 to Jan  9, 2023"
18,manhwa,Spirit Fingers,163,Finished,"Comedy,Romance,Life",2890,8.22,"Han, Kyoung-chal (Story & Art)","May  16, 2015 to Jul  21, 2018"
19,manhwa,The Greatest Estate Developer,NULL,Publishing,"Adventure,Fantasy",2094,8.2,"Moon, Back-kyung (Story), Kim, Hyunsoo (Art)","Jul  30, 2021 to "
20,manhwa,Your Throne,NULL,Publishing,"Drama,Fantasy,Romance",848,8.19,SAM (Story & Art),"Jan  6, 2020 to "
21,manhwa,Return of the Blossoming Blade,NULL,Publishing,"Action,Adventure,Fantasy",1640,8.18,"LICO (Art), Biga (Story)","Mar  23, 2021 to "
22,manhwa,I Shall Master This Family,NULL,Publishing,Fantasy,2314,8.15,"Kim, Roah (Story), Mon (Art)","Feb  28, 2021 to "
23,manhwa,Something About Us,101,Finished,Romance,611,8.14,"Lee, Yunji (Story & Art)","Oct  1, 2014 to Oct  19, 2016"
24,manhwa,King's Maker,38,Finished,"Love,Drama,Fantasy",1724,8.14,"Haga (Story & Art), Kang, Ji-young (Story & Art)","Apr  25, 2017 to Nov  14, 2017"
25,manhwa,Can't See Can't Hear But Love,83,Finished,"Drama,Romance",891,8.13,"Go, Yeong-Hun (Story & Art)","Oct  18, 2010 to Aug  22, 2011"
26,manhwa,Cheese in the Trap Season 4,29,Finished,"Comedy,Mystery,Romance,Life",2318,8.12,Soonkki (Story & Art),"Sep  2, 2015 to Mar  29, 2017"
27,manhwa,Why Raeliana Ended Up at the Duke's Mansion,158,Finished,"Fantasy,Romance",599,8.12,"Milcha (Story), Gorae (Art)","Sep  3, 2017 to Mar  22, 2021"
28,manhwa,Cheese in the Trap Season 3,37,Finished,"Comedy,Mystery,Romance,Life",2065,8.12,Soonkki (Story & Art),"Jan  9, 2013 to Aug  26, 2015"
29,manhwa,Noblesse,544,Finished,"Action,Adventure,Comedy,Supernatural",120,8.11,"Son, Jae-Ho (Story), Lee, Gwang-Su (Art)","Dec  30, 2007 to Jan  7, 2019"
30,manhwa,See You in My 19th Life,114,Finished,Romance,3061,8.11,"Lee, Hye (Story & Art)","Jun  5, 2020 to Sep  24, 2022"
31,manhwa,Her Tale of Shim Chong,77,Finished,"Drama,Love",2873,8.1,"seri (Story), Biwan (Art)","Sep  12, 2017 to Mar  19, 2019"
32,manhwa,Vagrant Soldier Ares,207,Finished,"Action,Adventure,Drama",1133,8.09,"Ryu, Geum Chel (Story & Art)",2001 to  2007
33,manhwa,Your Letter,11,Finished,"Adventure,Drama,Mystery",1718,8.08,"Cho, Hyun-ah (Story & Art)","Aug  11, 2018 to Oct  13, 2018"
34,manhwa,A Stepmother's Märchen,NULL,Publishing,"Drama,Fantasy,Romance",1633,8.08,"Nyangi-wa Hyangsinnyo (Story), ORKA (Art)","Jul  4, 2019 to "
35,manhwa,Cheese in the Trap Season 2,38,Finished,"Comedy,Mystery,Romance,Life",1898,8.07,Soonkki (Story & Art),"Jun  15, 2011 to Oct  17, 2012"
36,manhwa,Let Dai,75,Finished,"Love,Drama",1991,8.06,"Won, Soo-yeon (Story & Art)",1995 to  2005
37,manhwa,The Remarried Empress,NULL,Publishing,"Drama,Fantasy,Romance",896,8.06,"Alphatart (Story), Sumpul (Art)","Oct  24, 2019 to "
38,manhwa,Winter Woods,55,Finished,"Fantasy,Horror,Mystery,Romance",2177,8.05,"Cosmos (Story), VAN.J (Art)","Jul  13, 2014 to Jan  29, 2017"
39,manhwa,Heesu in Class 2,81,Finished,Love,3610,8.05,Lily (Story & Art),"Nov  15, 2017 to Jun  26, 2019"
40,manhwa,Romance 101,152,Finished,"Comedy,Romance",4403,8.05,Namsu (Story & Art),"Mar  12, 2018 to May  25, 2021"
41,manhwa,About Death,27,Finished,"Life,Supernatural",1380,8.04,"Sini (Story), Hyeono (Art)","Sep  5, 2012 to Feb  20, 2013"
42,manhwa,Viral Hit,NULL,Publishing,Action,1181,8.02,"Kim, Jung-Hyun (Art), Park, Tae-Jun (Story)","Nov  15, 2019 to "
43,manhwa,Semantic Error,NULL,Publishing,Love,4573,7.99,"J. Soori (Story), Angy (Art)","Jul  27, 2020 to "
44,manhwa,Positively Yours,82,Finished,Romance,3931,7.98,"Lee, Jung (Story), Kangki (Art)","Jun  8, 2020 to Mar  14, 2022"
45,manhwa,Kubera,NULL,Publishing,"Action,Adventure,Comedy,Fantasy,Romance",1342,7.98,Currygom (Story & Art),"Feb  7, 2010 to "
46,manhwa,Lookism,NULL,Publishing,"Action,Comedy,Drama,Supernatural",311,7.97,"Park, Tae-Jun (Story & Art)","Nov  20, 2014 to "
47,manhwa,Weak Hero,NULL,Publishing,"Action,Drama",818,7.97,"RAZEN (Art), Seopass (Story)","May  5, 2018 to "
48,manhwa,Leviathan,111,Finished,"Action,Fantasy",3862,7.97,"Noh, Miyoung (Art), Lee, Gyuntak (Story)","Mar  12, 2018 to Apr  1, 2022"
49,manhwa,Id,178,On Hiatus,"Action,Adventure,Fantasy",1422,7.97,"Kim, Daewoo (Story)",2002 to  2013
50,manhwa,Nano Machine,NULL,Publishing,"Action,Adventure,Fantasy,Sci-Fi",1332,7.96,"Hanjung Wolya (Story), Geumgang Bulgoe (Art)","Jun  10, 2020 to "
51,manhwa,Skill of Lure,36,Finished,"Comedy,Romance,Life,Ecchi",817,7.96,"Woo, Sang Ho (Story & Art)","Mar  1, 2013 to Jan  1, 2016"
52,manhwa,Cheese in the Trap Season 1,27,Finished,"Comedy,Mystery,Romance,Life",667,7.96,Soonkki (Story & Art),"Jul  7, 2010 to May  26, 2011"
53,manhwa,4 Cut Hero,NULL,Publishing,"Action,Adventure,Comedy,Fantasy,Romance",1837,7.95,Gojira-kun (Story & Art),"Aug  18, 2014 to "
54,manhwa,SSS-Class Revival Hunter,NULL,Publishing,"Action,Adventure,Fantasy",941,7.95,"Bill K (Art), Sinnoa (Story)","Dec  31, 2020 to "
55,manhwa,Fools,74,Finished,"Love,Life",3525,7.95,"Yeong-ha (Story), Bakdam (Art)","Jun  6, 2016 to Oct  5, 2017"
56,manhwa,Witch of Mine,NULL,Finished,"Drama,Fantasy,Romance",4228,7.94,"Heyoon (Story), MAS (Art)","Aug  25, 2015 to Feb  3, 2018"
57,manhwa,Dr. Frost,NULL,Publishing,Drama,1582,7.94,"Lee, Jong-bum (Story & Art)","Feb  2, 2011 to "
58,manhwa,Lost in the Cloud,NULL,Publishing,Love,6201,7.94,"Kim, Pas (Story & Art)","Nov  20, 2020 to "
59,manhwa,Operation: True Love,NULL,Publishing,"Romance,Supernatural",2747,7.93,"Kkokkalee (Story), Deuldeom (Art)","Apr  8, 2022 to "
60,manhwa,Hellper,188,Finished,"Action,Fantasy,Supernatural",1554,7.93,Sakk (Story & Art),"Oct  12, 2011 to Jun  3, 2015"
61,manhwa,Ruler of the Land,NULL,Publishing,"Action,Comedy,Drama,Fantasy,Romance,Ecchi",2278,7.93,"Yang, Jae Hyun (Art), Jeon, Geuk-jin (Story)",1995 to 
62,manhwa,Unholy Blood,92,Finished,"Action,Romance,Supernatural",987,7.92,"Im, Lina (Story & Art)","Jan  15, 2020 to Sep  29, 2021"
63,manhwa,Saver,55,Finished,"Action,Adventure,Drama,Fantasy,Romance",2756,7.92,"Lee, Eun-Young (Story & Art)",2002 to  2010
64,manhwa,Navillera: Like a Butterfly,31,Finished,Drama,4785,7.91,"Hun (Story), Jimin (Art)","Jul  26, 2016 to Oct  31, 2017"
65,manhwa,Teenage Mercenary,NULL,Publishing,Action,834,7.9,"YC (Story), Rakhyun (Art)","Nov  6, 2020 to "
66,manhwa,Roxana,NULL,Publishing,"Drama,Fantasy,Romance",2725,7.9,"Kin (Story), Yeoreumbit (Art)","Jan  31, 2021 to "
67,manhwa,Odd Girl Out,NULL,Publishing,"Comedy,Life",3761,7.9,Morangji (Story & Art),"May  17, 2015 to "
68,manhwa,A Business Proposal,124,Finished,"Comedy,Drama,Romance",2584,7.89,"Haehwa (Story), NARAK (Art)","Sep  19, 2018 to Jul  10, 2022"
69,manhwa,How to Win My Husband Over,NULL,Publishing,"Drama,Fantasy",3432,7.88,"Nyangi-wa Hyangsinnyo (Story), Siru (Art)","Oct  21, 2021 to "
70,manhwa,Trapped,NULL,Publishing,"Romance,Suspense",6495,7.88,Haemuri (Story & Art),"Sep  2, 2019 to "
71,manhwa,Yumi's Cells,527,Finished,"Comedy,Drama,Romance,Life",4450,7.86,"Lee, Dong-Gun (Story & Art)","Apr  1, 2015 to Nov  13, 2020"
72,manhwa,Maybe Meant to Be,NULL,Publishing,"Comedy,Romance",1800,7.86,"Kkultarae (Story), Damcho (Art)","Feb  10, 2022 to "
73,manhwa,The Stories of Those Around Me,60,Finished,"Comedy,Romance,Life",3527,7.86,Omyo (Story & Art),"Apr  20, 2012 to Jun  6, 2013"
74,manhwa,One Thousand and One Nights,54,Finished,"Love,Drama,Fantasy",4733,7.85,"Han, Seung-Hee (Art), Jeon, Jin-Seok (Story)",2004 to  2007
75,manhwa,Trace,177,Finished,"Action,Drama,Fantasy,Romance,Sci-Fi,Supernatural",1635,7.85,"Go, Yeong-Hun (Story & Art)","Apr  3, 2007 to Feb  13, 2009"
76,manhwa,Whale Star: The Gyeongseong Mermaid,109,Finished,"Drama,Romance",10039,7.85,"Na, Yun-hui (Story & Art)","Jun  21, 2019 to Jul  9, 2021"
77,manhwa,Orange Marmalade,66,Finished,"Drama,Romance",389,7.84,"Kang, Seok Woo (Story & Art)","Feb  12, 2011 to Dec  29, 2013"
78,manhwa,Duty After School,50,Finished,"Action,Drama,Sci-Fi",1870,7.84,"Ha, Il-Kwon (Story & Art)","Nov  17, 2012 to Dec  14, 2013"
79,manhwa,Dreaming Freedom,NULL,Publishing,"Drama,Supernatural",3899,7.84,2L (Story & Art),"Dec  24, 2021 to "
80,manhwa,The Male Lead's Little Lion Daughter,NULL,Publishing,"Drama,Fantasy",4200,7.84,"Latine (Story), Ttona (Art)","Aug  14, 2021 to "
81,manhwa,Super Secret,144,Finished,"Comedy,Drama,Romance,Supernatural",2270,7.84,eon (Story & Art),"Mar  30, 2015 to Jan  22, 2018"
82,manhwa,A Good Day to Be a Dog,88,Finished,"Comedy,Drama,Romance,Supernatural",1518,7.84,"Lee, Hye (Story & Art)","Aug  5, 2017 to Apr  6, 2019"
83,manhwa,My Life as an Internet Novel,NULL,Publishing,"Comedy,Romance",2339,7.83,"Yu, Han-ryeo (Story), Ah Hyun (Art)","Apr  1, 2019 to "
84,manhwa,Ghost Teller,NULL,Finished,"Horror,Supernatural",4499,7.83,QTT (Story & Art),"Apr  2, 2017 to Jul  19, 2020"
85,manhwa,King's Maker: Triple Crown,NULL,Publishing,"Love,Drama,Fantasy",6646,7.83,"Haga (Story & Art), Kang, Ji-young (Story & Art)","Jun  1, 2019 to "
86,manhwa,The Friendly Winter,65,Finished,Drama,3670,7.83,"Lee, Jun (Story & Art)","Oct  8, 2011 to Feb  23, 2013"
87,manhwa,The Summit,NULL,Finished,Love,5116,7.81,"Lee, Young Hui (Story & Art)",2005 to  2011
88,manhwa,Medical Return,150,Finished,Drama,5278,7.78,"Yuin (Story), Kidari Studio (Art)","Sep  7, 2019 to Jan  28, 2022"
89,manhwa,Goong,179,Finished,"Comedy,Drama,Romance",1678,7.78,"Park, So-Hee (Story & Art)","Dec  2, 2002 to Dec  27, 2011"
90,manhwa,Love in the Mask,134,Finished,"Action,Comedy,Romance,Life",1811,7.78,"Han, Yu-Rang (Story & Art)",NULL
91,manhwa,Pigpen,68,Finished,"Horror,Suspense",3712,7.78,"Kim, Carnby (Story), Cheon, Beom Sick (Art)","Mar  2, 2019 to Jun  13, 2020"
92,manhwa,The Villainess Turns the Hourglass,125,Finished,Fantasy,2642,7.78,"Ant Studio (Art), Sansobee (Story)","Mar  1, 2020 to Nov  4, 2022"
93,manhwa,Witch Hunter,NULL,Publishing,"Action,Comedy,Fantasy,Romance,Supernatural,Ecchi",542,7.77,"Jung-man, CHO (Story & Art)",2006 to 
94,manhwa,Yongbi Bulpae,NULL,Finished,"Action,Adventure,Comedy",3705,7.77,"Mun, Jung-Hoo (Art), Ryu, Ki Woon (Story)",1998 to  2002
95,manhwa,Pinocchio,81,Finished,"Comedy,Romance,Supernatural",5004,7.77,Maru (Story & Art),"Apr  6, 2011 to Mar  2013"
96,manhwa,Beware the Villainess!,128,Finished,"Comedy,Fantasy,Romance",2069,7.77,"Ppongtta Mat Screw Bar (Story), Blue Canna (Art)","Apr  13, 2020 to Oct  9, 2022"
97,manhwa,Doom Breaker,NULL,Publishing,"Action,Fantasy",1447,7.76,Cheongdam (Story & Art),"Jun  25, 2021 to "
98,manhwa,Mystical,93,Finished,"Drama,Romance,Supernatural",9176,7.76,VAN.J (Story & Art),"Feb  19, 2020 to Mar  24, 2022"
99,manhwa,"Nineteen, Twenty-One",21,Finished,"Romance,Life",748,7.76,"Kim, Hye-Jin (Art), Yohan (Story)","Aug  9, 2010 to Dec  27, 2010"
100,manhwa,My Young Cat and My Old Dog,215,Finished,"Comedy,Drama,Life",5900,7.76,Cho (Story & Art),"Apr  5, 2011 to Jan  15, 2013"
101,manhwa,At the End of the Road,26,Finished,"Love,Drama,Suspense",1796,7.75,Haribo (Story & Art),"Sep  12, 2016 to Jan  8, 2018"
102,manhwa,Overgeared,NULL,Publishing,"Action,Fantasy",1627,7.75,"Park, Saenal (Story), Team Argo (Art)","Apr  1, 2020 to "
103,manhwa,The Perks of Being a Villainess,NULL,Publishing,"Fantasy,Romance",6383,7.75,"Mang, Gokim (Story), Yoteh (Art)","Nov  30, 2022 to "
104,manhwa,Mother's Contract Marriage,NULL,Publishing,Fantasy,9672,7.75,"Choo, Hae-Yun (Art), Siya (Story)","Dec  23, 2022 to "
105,manhwa,Savage Garden,29,Finished,Drama,3426,7.75,"Lee, Hyeon-Sook (Story & Art)",2008 to May  2011
106,manhwa,Dokgo,NULL,Finished,"Action,Drama",3309,7.75,"Baek, Seung Hoon (Art), Meen (Story)","Dec  7, 2012 to Feb  7, 2014"
107,manhwa,My Life as a Loser,56,Finished,"Action,Drama",9855,7.74,"Park, Tae-Jun (Story), Jeon, Seonwook (Art)","Nov  8, 2019 to Nov  8, 2020"
108,manhwa,Lout of Count's Family,NULL,Publishing,Fantasy,1666,7.74,"Yu, Ryeo Han (Story), PAN4 (Art)","Aug  31, 2020 to "
109,manhwa,Star x Fanboy,19,Finished,Love,8265,7.74,"Kim, Cheomji (Story & Art)","Aug  25, 2017 to Jan  4, 2020"
110,manhwa,You're So Cool,34,Finished,"Comedy,Romance",4320,7.74,"Lee, Young Hui (Story & Art)",2002 to  2007
111,manhwa,Running on Empty,12,Finished,Love,3844,7.74,"Kim, Jea-Eun (Story & Art)",2008
112,manhwa,Surviving Romance,101,Finished,"Horror,Suspense",6246,7.73,"Lee, Yeon (Story & Art)","Jan  14, 2021 to Jun  10, 2023"
113,manhwa,The Broken Ring: This Marriage Will Fail Anyway,NULL,Publishing,"Drama,Fantasy,Romance",6590,7.73,"Kim, Chacha (Story), Cheong-gwa (Art)","Nov  2, 2022 to "
114,manhwa,Unlucky Mansion,73,Finished,"Comedy,Romance,Life",5010,7.72,Yakguk (Story & Art),"May  19, 2016 to Jan  4, 2018"
115,manhwa,Yureka,266,Finished,"Action,Adventure,Fantasy",2091,7.72,"Son, Hee-Joon (Story), Kim, Youn-Kyung (Art)",2000 to  2013
116,manhwa,Unintentional Love Story,58,Finished,Love,12955,7.72,Pibi (Story & Art),"May  10, 2018 to Sep  10, 2020"
117,manhwa,Marriage of Convenience,NULL,Publishing,"Fantasy,Romance",5511,7.72,"Ant Studio (Art), Ken (Story)","Apr  11, 2022 to "
118,manhwa,Distant Sky,114,Finished,"Action,Drama,Horror,Mystery",2581,7.71,"Yoon, In-Wan (Story), Kim, Sun-hee (Art)","Jan  31, 2014 to Jun  24, 2018"
119,manhwa,Unbalance x2,82,Finished,"Drama,Romance,Ecchi",557,7.7,"Im, Dal Young (Story), Lee, Soo Hyun (Art)","May  30, 2005 to Nov  28, 2011"
120,manhwa,My Heart Is Beating,30,Finished,"Comedy,Drama,Romance,Life,Sports",2555,7.7,"Ha, Il-Kwon (Story & Art)","Jun  5, 2009 to Nov  25, 2009"
121,manhwa,Return of the Mad Demon,NULL,Publishing,Action,2768,7.69,"Yu, Jinsung (Story), Ihy (Art)","Jul  22, 2021 to "
122,manhwa,No Home,NULL,Publishing,Life,10884,7.69,Wanan (Story & Art),"Dec  31, 2018 to "
123,manhwa,Death's Game,66,Finished,"Drama,Supernatural",8561,7.69,"Lee, Won-Sik (Story), Ggulchan (Art)","Apr  18, 2019 to Jun  25, 2020"
124,manhwa,"The Children's Teacher, Mr. Kwon",83,Finished,"Drama,Life",5445,7.69,"Ho, Woo (Story & Art)","Apr  22, 2012 to Nov  23, 2013"
125,manhwa,Hot Blooded Woman,183,Finished,"Action,Comedy,Drama",2687,7.69,"Hwang, Mi Ri (Story & Art)","Jan  31, 2002 to Sep  30, 2002"
126,manhwa,Absolute Witch,83,Finished,"Adventure,Fantasy,Romance",5170,7.69,"Kim, Tae-Yeon (Story & Art)",2006 to  2010
127,manhwa,Threads of Time,46,Finished,"Action,Adventure,Fantasy",3578,7.68,"Noh, Miyoung (Story & Art)","Dec  7, 1999 to Sep  4, 2003"
128,manhwa,Crazy Girl Shin Bia-Ah,NULL,Finished,"Comedy,Drama,Romance,Supernatural",2612,7.68,"Hwang, Mi Ri (Story & Art)","Mar  7, 2008 to May  19, 2008"
129,manhwa,Get Schooled,NULL,Publishing,Drama,2770,7.68,"Chae, Yongtaek (Story), Han, Garam (Art)","Oct  29, 2020 to "
130,manhwa,Familyman,41,Finished,"Comedy,Drama,Romance,Life",7564,7.68,"Jung, Pil Won (Story & Art)","Aug  7, 2009 to May  28, 2010"
131,manhwa,The God of High School,569,Finished,"Action,Adventure,Fantasy,Supernatural",207,7.68,"Park, Yong-Je (Story & Art)","Apr  8, 2011 to Oct  13, 2022"
132,manhwa,Out of Control,95,Finished,Love,8323,7.67,Bboong (Story & Art),"Aug  31, 2013 to Sep  11, 2019"
133,manhwa,The Tarot Café,18,Finished,"Love,Comedy,Drama,Fantasy,Horror,Mystery,Romance,Supernatural",2620,7.67,"Park, Sang-Sun (Story & Art)",2002 to 
134,manhwa,The Bride of the Water God,176,Finished,"Drama,Fantasy,Romance",857,7.67,"Yoon, Mi-Kyung (Story & Art)","Oct  17, 2007 to  2014"
135,manhwa,Happily Ever Afterwards,89,Finished,"Comedy,Fantasy,Romance",6399,7.67,"Jeongseo (Art), Hwang, Dotol (Story)","Dec  15, 2020 to Sep  27, 2022"
136,manhwa,'Til Debt Do Us Part,72,Finished,Romance,6948,7.67,"Flowbee (Story), Janggreen (Art)","Sep  14, 2020 to Dec  27, 2021"
137,manhwa,Miss Not-So Sidekick,178,Finished,"Comedy,Fantasy",6699,7.67,"Ellianyang (Story), Yumyum (Art)","Dec  24, 2017 to May  6, 2022"
138,manhwa,The Perks of Being an S-Class Heroine,NULL,Publishing,Fantasy,7422,7.66,"Irinbi (Story), Grrr (Art)","Mar  31, 2022 to "
139,manhwa,The Legend of Maian,75,On Hiatus,"Action,Adventure,Fantasy,Ecchi",1882,7.66,"Im, Dal Young (Story), Jeong, Soo Cheol (Art)",2007 to  2012
140,manhwa,Doctor Elise: The Royal Lady with the Lamp,143,Finished,"Comedy,Fantasy,Romance",1457,7.66,"Yuin (Story), mini (Art)","Sep  18, 2017 to Feb  16, 2021"
141,manhwa,Diamond Dust,40,Finished,"Drama,Romance",4247,7.65,"Kang, Hyung Kyu (Story & Art)","Apr  17, 2012 to Feb  26, 2013"
142,manhwa,Dokgo Rewind,NULL,Finished,"Action,Drama",6696,7.65,"Baek, Seung Hoon (Art), Meen (Story)","Mar  7, 2014 to Dec  25, 2015"
143,manhwa,"Father, I Don't Want This Marriage",NULL,Publishing,"Fantasy,Romance",3508,7.65,"Hong, Heesu (Story), Roal (Art)","Feb  24, 2021 to "
144,manhwa,The Flowers of Evil,26,Finished,"Drama,Romance",1308,7.65,"Lee, Hyeon-Sook (Story & Art)",2006 to  2008
145,manhwa,My In-Laws are Obsessed with Me,NULL,Publishing,"Fantasy,Romance",4822,7.64,"Han, Yoonseol (Story), Seungu (Art)","Nov  25, 2021 to "
146,manhwa,What's Wrong with Secretary Kim?,98,Finished,"Comedy,Romance",3933,7.64,"Kim, Myeongmi (Story & Art), Jung, Kyung-Yoon (Story)","Jun  28, 2016 to Sep  19, 2018"
147,manhwa,Princess,NULL,Publishing,"Adventure,Drama,Fantasy",8108,7.63,"Han, Seung-Won (Story & Art)",1995 to 
148,manhwa,The First Night With the Duke,102,Finished,"Fantasy,Romance",4761,7.63,"Hwang, Dotol (Story), MSG (Art)","Jul  7, 2020 to Jul  6, 2022"
149,manhwa,Killer Crush,NULL,Publishing,"Love,Comedy",13576,7.63,Eresemo (Story & Art),"Sep  2, 2021 to "
150,manhwa,Taste of Illness,15,Finished,Drama,5946,7.63,"Ha, Il-Kwon (Story & Art)","Aug  4, 2018 to Jan  26, 2019"
151,manhwa,Transparent Cohabitation,47,Finished,"Drama,Romance,Supernatural",2961,7.62,Jeongseo (Story & Art),"Apr  18, 2016 to Mar  13, 2017"
152,manhwa,The Pale Horse,307,Finished,"Drama,Mystery,Romance,Supernatural",4184,7.62,"Choo, Hae-Yun (Story & Art)","Sep  15, 2011 to Nov  18, 2020"
153,manhwa,My Blasted Reincarnated Life,NULL,Publishing,"Action,Fantasy",1709,7.62,"Park, Jeongyeol (Art), Mongma (Story)","Jun  22, 2022 to "
154,manhwa,Salty Studio,66,Finished,"Comedy,Romance,Life",5068,7.62,Omyo (Story & Art),"Oct  31, 2013 to Mar  19, 2015"
155,manhwa,Transfer Student Storm Bringer,91,Finished,"Action,Comedy",2470,7.61,Gangnengyi (Story & Art),"Apr  5, 2010 to Aug  21, 2012"
156,manhwa,Majeh,414,Finished,"Action,Adventure,Fantasy,Supernatural",1935,7.61,"Kim, Jae-Hwan (Art), Na, In-Soo (Story)",2001 to  2015
157,manhwa,Shotgun Boy,69,Finished,"Action,Horror,Suspense",2148,7.61,"Kim, Carnby (Story), Hongpil (Art)","Feb  22, 2021 to Jun  6, 2022"
158,manhwa,The Siren: Becoming the Villain's Family,NULL,Publishing,"Drama,Fantasy,Romance",5604,7.61,"Sol, Leesu (Story), Poya (Art)","Dec  26, 2021 to "
159,manhwa,Villain with a Crush,NULL,Publishing,Romance,5570,7.61,Seyoon (Story & Art),"Jul  20, 2022 to "
160,manhwa,Gosu,232,Finished,"Action,Adventure",5422,7.6,"Mun, Jung-Hoo (Art), Ryu, Ki Woon (Story)","Sep  8, 2015 to Apr  13, 2021"
161,manhwa,For Better or For Worse,116,Finished,"Fantasy,Romance",9430,7.6,"No Heeda (Story), Eunren (Art)","Nov  17, 2020 to Mar  11, 2023"
162,manhwa,Saving My Sweetheart,NULL,Publishing,"Drama,Fantasy",7485,7.6,"Mayak Jelly (Story), Kim, Jiui (Art)","Mar  20, 2021 to "
163,manhwa,Teen Spirit,25,Finished,"Comedy,Drama",3938,7.6,"Kim, Jea-Eun (Story & Art)",2009 to  2011
164,manhwa,Angel Diary,60,Finished,"Comedy,Fantasy,Romance,Supernatural",3534,7.59,"Kara (Art), Lee, Yun-hee (Story)",2005 to  2009
165,manhwa,My Reason to Die,NULL,Publishing,"Drama,Romance",6254,7.59,Yuju (Story & Art),"Dec  7, 2021 to "
166,manhwa,Light and Shadow,NULL,Publishing,"Drama,Fantasy,Romance",5195,7.58,"Ryu Hyang (Story), Heewon (Art)","Dec  27, 2016 to "
167,manhwa,Park Hanhoo's Manager,76,Finished,Love,21266,7.58,"Kim, Tac (Story & Art)","Nov  17, 2020 to Dec  21, 2021"
168,manhwa,Secret Lady,NULL,Publishing,"Fantasy,Romance",7025,7.58,"Banana (Art), Anngato (Story)","May  4, 2021 to "
169,manhwa,I Wish...,50,Finished,"Drama,Romance,Life,Supernatural",8887,7.58,"Suh, Hyun-Ju (Story & Art)",2000 to 
170,manhwa,Dear My Girls,33,Finished,"Comedy,Drama,Romance",3077,7.58,"Kim, Hee Eun (Story & Art), Alcott, Louisa May (Story)",2005 to  2012
171,manhwa,He's Dedicated to Roses,NULL,Finished,"Comedy,Drama,Romance,Life",1754,7.58,"Hwang, Mi Ri (Story & Art)","Jan  26, 2007 to Feb  10, 2007"
172,manhwa,100% Perfect Girl,83,Finished,"Drama,Romance",2031,7.57,Wann (Story & Art),"Aug  22, 2006 to Nov  5, 2009"
173,manhwa,Can't Lose You,35,Finished,"Drama,Romance",5483,7.57,Wann (Story & Art),2003 to 
174,manhwa,Immortal Regis,44,Finished,"Action,Supernatural",796,7.57,"Juder (Art), Deo, JYU (Story & Art)",2006 to  2008
